معرّف_الوزن,الوزن,العائلة,البُعد,القيمة
yafal_present,يَفْعَل,مضارع,الجامد,0.0
yafil_present,يَفْعِل,مضارع,الفاعلية,0.6
yafil_present,يَفْعِل,مضارع,المفعولية,0.2
yafil_present,يَفْعِل,مضارع,التعدية,0.2
yafil_present,يَفْعِل,مضارع,اسم_المكان,0.0
yafil_present,يَفْعِل,مضارع,اسم_الزمان,0.3
yafil_present,يَفْعِل,مضارع,اسم_الآلة,0.0
yafil_present,يَفْعِل,مضارع,النسبة,0.0
yafil_present,يَفْعِل,مضارع,التفضيل_والمبالغة,0.0
yafil_present,يَفْعِل,مضارع,الكثرة_والجمع,0.0
yafil_present,يَفْعِل,مضارع,التحويل_الدلالي,0.3
yafil_present,يَفْعِل,مضارع,المصدر,0.0
yafil_present,يَفْعِل,مضارع,الجامد,0.0
yaful_present,يَفْعُل,مضارع,الفاعلية,0.6
yaful_present,يَفْعُل,مضارع,المفعولية,0.2
yaful_present,يَفْعُل,مضارع,التعدية,0.2
yaful_present,يَفْعُل,مضارع,اسم_المكان,0.0
yaful_present,يَفْعُل,مضارع,اسم_الزمان,0.3
yaful_present,يَفْعُل,مضارع,اسم_الآلة,0.0
yaful_present,يَفْعُل,مضارع,النسبة,0.0
yaful_present,يَفْعُل,مضارع,التفضيل_والمبالغة,0.0
yaful_present,يَفْعُل,مضارع,الكثرة_والجمع,0.0
yaful_present,يَفْعُل,مضارع,التحويل_الدلالي,0.3
yaful_present,يَفْعُل,مضارع,المصدر,0.0
yaful_present,يَفْعُل,مضارع,الجامد,0.0
yufil_present,يُفْعِل,مضارع_تعدية,الفاعلية,0.5
yufil_present,يُفْعِل,مضارع_تعدية,المفعولية,0.0
yufil_present,يُفْعِل,مضارع_تعدية,التعدية,0.9
yufil_present,يُفْعِل,مضارع_تعدية,اسم_المكان,0.0
yufil_present,يُفْعِل,مضارع_تعدية,اسم_الزمان,0.3
yufil_present,يُفْعِل,مضارع_تعدية,اسم_الآلة,0.0
yufil_present,يُفْعِل,مضارع_تعدية,النسبة,0.0
yufil_present,يُفْعِل,مضارع_تعدية,التفضيل_والمبالغة,0.0
yufil_present,يُفْعِل,مضارع_تعدية,الكثرة_والجمع,0.0
yufil_present,يُفْعِل,مضارع_تعدية,التحويل_الدلالي,0.6
yufil_present,يُفْعِل,مضارع_تعدية,المصدر,0.0
yufil_present,يُفْعِل,مضارع_تعدية,الجامد,0.0
yufaaeel_present,يُفَعِّل,مضارع_تكثير,الفاعلية,0.5
yufaaeel_present,يُفَعِّل,مضارع_تكثير,المفعولية,0.0
yufaaeel_present,يُفَعِّل,مضارع_تكثير,التعدية,0.6
yufaaeel_present,يُفَعِّل,مضارع_تكثير,اسم_المكان,0.0
yufaaeel_present,يُفَعِّل,مضارع_تكثير,اسم_الزمان,0.3
yufaaeel_present,يُفَعِّل,مضارع_تكثير,اسم_الآلة,0.0
yufaaeel_present,يُفَعِّل,مضارع_تكثير,النسبة,0.0
yufaaeel_present,يُفَعِّل,مضارع_تكثير,التفضيل_والمبالغة,0.3
yufaaeel_present,يُفَعِّل,مضارع_تكثير,الكثرة_والجمع,0.4
yufaaeel_present,يُفَعِّل,مضارع_تكثير,التحويل_الدلالي,0.7
yufaaeel_present,يُفَعِّل,مضارع_تكثير,المصدر,0.0
yufaaeel_present,يُفَعِّل,مضارع_تكثير,الجامد,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,الفاعلية,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,المفعولية,0.9
yufaaeel_passive,يُفْعَل,مضارع_مجهول,التعدية,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,اسم_المكان,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,اسم_الزمان,0.3
yufaaeel_passive,يُفْعَل,مضارع_مجهول,اسم_الآلة,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,النسبة,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,التفضيل_والمبالغة,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,الكثرة_والجمع,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,التحويل_الدلالي,0.5
yufaaeel_passive,يُفْعَل,مضارع_مجهول,المصدر,0.0
yufaaeel_passive,يُفْعَل,مضارع_مجهول,الجامد,0.0
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,الفاعلية,0.5
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,المفعولية,0.4
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,التعدية,0.0
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,اسم_المكان,0.0
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,اسم_الزمان,0.3
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,اسم_الآلة,0.0
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,النسبة,0.0
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,التفضيل_والمبالغة,0.0
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,الكثرة_والجمع,0.2
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,التحويل_الدلالي,0.9
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,المصدر,0.0
yatafaaeel_present,يَتَفَعَّل,مضارع_تفعّل,الجامد,0.0
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,الفاعلية,0.5
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,المفعولية,0.5
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,التعدية,0.0
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,اسم_المكان,0.0
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,اسم_الزمان,0.3
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,اسم_الآلة,0.0
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,النسبة,0.0
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,التفضيل_والمبالغة,0.0
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,الكثرة_والجمع,0.3
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,التحويل_الدلالي,0.8
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,المصدر,0.0
yatafaaaeel_present,يَتَفَاعَل,مضارع_تفاعل,الجامد,0.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,الفاعلية,0.7
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,المفعولية,0.2
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,التعدية,0.4
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,اسم_المكان,0.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,اسم_الزمان,0.3
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,اسم_الآلة,0.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,النسبة,0.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,التفضيل_والمبالغة,0.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,الكثرة_والجمع,0.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,التحويل_الدلالي,1.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,المصدر,0.0
yastafaeel_present,يَسْتَفْعِل,مضارع_استفعال,الجامد,0.0
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,الفاعلية,0.7
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,المفعولية,0.3
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,التعدية,0.3
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,اسم_المكان,0.0
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,اسم_الزمان,0.3
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,اسم_الآلة,0.0
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,النسبة,0.0
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,التفضيل_والمبالغة,0.0
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,الكثرة_والجمع,0.0
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,التحويل_الدلالي,0.5
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,المصدر,0.0
yufaaeel_form3,يُفَاعِل,مضارع_مفاعلة,الجامد,0.0
tafal_present,تَفْعَل,مضارع,الفاعلية,0.5
tafal_present,تَفْعَل,مضارع,المفعولية,0.2
tafal_present,تَفْعَل,مضارع,التعدية,0.1
tafal_present,تَفْعَل,مضارع,اسم_المكان,0.0
tafal_present,تَفْعَل,مضارع,اسم_الزمان,0.3
tafal_present,تَفْعَل,مضارع,اسم_الآلة,0.0
tafal_present,تَفْعَل,مضارع,النسبة,0.0
tafal_present,تَفْعَل,مضارع,التفضيل_والمبالغة,0.0
tafal_present,تَفْعَل,مضارع,الكثرة_والجمع,0.0
tafal_present,تَفْعَل,مضارع,التحويل_الدلالي,0.3
tafal_present,تَفْعَل,مضارع,المصدر,0.0
tafal_present,تَفْعَل,مضارع,الجامد,0.0
tafil_present,تَفْعِل,مضارع,الفاعلية,0.5
tafil_present,تَفْعِل,مضارع,المفعولية,0.2
tafil_present,تَفْعِل,مضارع,التعدية,0.1
tafil_present,تَفْعِل,مضارع,اسم_المكان,0.0
tafil_present,تَفْعِل,مضارع,اسم_الزمان,0.3
tafil_present,تَفْعِل,مضارع,اسم_الآلة,0.0
tafil_present,تَفْعِل,مضارع,النسبة,0.0
tafil_present,تَفْعِل,مضارع,التفضيل_والمبالغة,0.0
tafil_present,تَفْعِل,مضارع,الكثرة_والجمع,0.0
tafil_present,تَفْعِل,مضارع,التحويل_الدلالي,0.3
tafil_present,تَفْعِل,مضارع,المصدر,0.0
tafil_present,تَفْعِل,مضارع,الجامد,0.0
taful_present,تَفْعُل,مضارع,الفاعلية,0.5
taful_present,تَفْعُل,مضارع,المفعولية,0.2
taful_present,تَفْعُل,مضارع,التعدية,0.1
taful_present,تَفْعُل,مضارع,اسم_المكان,0.0
taful_present,تَفْعُل,مضارع,اسم_الزمان,0.3
taful_present,تَفْعُل,مضارع,اسم_الآلة,0.0
taful_present,تَفْعُل,مضارع,النسبة,0.0
taful_present,تَفْعُل,مضارع,التفضيل_والمبالغة,0.0
taful_present,تَفْعُل,مضارع,الكثرة_والجمع,0.0
taful_present,تَفْعُل,مضارع,التحويل_الدلالي,0.3
taful_present,تَفْعُل,مضارع,المصدر,0.0
taful_present,تَفْعُل,مضارع,الجامد,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,الفاعلية,0.5
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,المفعولية,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,التعدية,0.9
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,اسم_المكان,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,اسم_الزمان,0.3
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,اسم_الآلة,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,النسبة,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,التفضيل_والمبالغة,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,الكثرة_والجمع,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,التحويل_الدلالي,0.6
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,المصدر,0.0
tufil_present,تُفْعِل,مضارع_مخاطب_تعدية,الجامد,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,الفاعلية,0.5
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,المفعولية,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,التعدية,0.6
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,اسم_المكان,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,اسم_الزمان,0.3
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,اسم_الآلة,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,النسبة,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,التفضيل_والمبالغة,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,الكثرة_والجمع,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,التحويل_الدلالي,0.7
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,المصدر,0.0
tufaaeel_present,تُفَعِّل,مضارع_مخاطب_تكثير,الجامد,0.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,الفاعلية,0.7
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,المفعولية,0.2
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,التعدية,0.4
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,اسم_المكان,0.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,اسم_الزمان,0.3
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,اسم_الآلة,0.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,النسبة,0.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,التفضيل_والمبالغة,0.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,الكثرة_والجمع,0.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,التحويل_الدلالي,1.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,المصدر,0.0
tastafeel_present,تَسْتَفْعِل,مضارع_مخاطب_استفعال,الجامد,0.0
nafal_present,نَفْعَل,مضارع_متكلّمين,الفاعلية,0.6
nafal_present,نَفْعَل,مضارع_متكلّمين,المفعولية,0.2
nafal_present,نَفْعَل,مضارع_متكلّمين,التعدية,0.2
nafal_present,نَفْعَل,مضارع_متكلّمين,اسم_المكان,0.0
nafal_present,نَفْعَل,مضارع_متكلّمين,اسم_الزمان,0.3
nafal_present,نَفْعَل,مضارع_متكلّمين,اسم_الآلة,0.0
nafal_present,نَفْعَل,مضارع_متكلّمين,النسبة,0.0
nafal_present,نَفْعَل,مضارع_متكلّمين,التفضيل_والمبالغة,0.0
nafal_present,نَفْعَل,مضارع_متكلّمين,الكثرة_والجمع,0.0
nafal_present,نَفْعَل,مضارع_متكلّمين,التحويل_الدلالي,0.3
nafal_present,نَفْعَل,مضارع_متكلّمين,المصدر,0.0
nafal_present,نَفْعَل,مضارع_متكلّمين,الجامد,0.0
nafil_present,نَفْعِل,مضارع_متكلّمين,الفاعلية,0.6
nafil_present,نَفْعِل,مضارع_متكلّمين,المفعولية,0.2
nafil_present,نَفْعِل,مضارع_متكلّمين,التعدية,0.2
nafil_present,نَفْعِل,مضارع_متكلّمين,اسم_المكان,0.0
nafil_present,نَفْعِل,مضارع_متكلّمين,اسم_الزمان,0.3
nafil_present,نَفْعِل,مضارع_متكلّمين,اسم_الآلة,0.0
nafil_present,نَفْعِل,مضارع_متكلّمين,النسبة,0.0
nafil_present,نَفْعِل,مضارع_متكلّمين,التفضيل_والمبالغة,0.0
nafil_present,نَفْعِل,مضارع_متكلّمين,الكثرة_والجمع,0.0
nafil_present,نَفْعِل,مضارع_متكلّمين,التحويل_الدلالي,0.3
nafil_present,نَفْعِل,مضارع_متكلّمين,المصدر,0.0
nafil_present,نَفْعِل,مضارع_متكلّمين,الجامد,0.0
naful_present,نَفْعُل,مضارع_متكلّمين,الفاعلية,0.6
naful_present,نَفْعُل,مضارع_متكلّمين,المفعولية,0.2
naful_present,نَفْعُل,مضارع_متكلّمين,التعدية,0.2
naful_present,نَفْعُل,مضارع_متكلّمين,اسم_المكان,0.0
naful_present,نَفْعُل,مضارع_متكلّمين,اسم_الزمان,0.3
naful_present,نَفْعُل,مضارع_متكلّمين,اسم_الآلة,0.0
naful_present,نَفْعُل,مضارع_متكلّمين,النسبة,0.0
naful_present,نَفْعُل,مضارع_متكلّمين,التفضيل_والمبالغة,0.0
naful_present,نَفْعُل,مضارع_متكلّمين,الكثرة_والجمع,0.0
naful_present,نَفْعُل,مضارع_متكلّمين,التحويل_الدلالي,0.3
naful_present,نَفْعُل,مضارع_متكلّمين,المصدر,0.0
naful_present,نَفْعُل,مضارع_متكلّمين,الجامد,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,الفاعلية,0.5
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,المفعولية,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,التعدية,0.9
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,اسم_المكان,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,اسم_الزمان,0.3
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,اسم_الآلة,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,النسبة,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,التفضيل_والمبالغة,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,الكثرة_والجمع,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,التحويل_الدلالي,0.6
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,المصدر,0.0
nufil_present,نُفْعِل,مضارع_متكلّمين_تعدية,الجامد,0.0
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,الفاعلية,0.5
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,المفعولية,0.0
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,التعدية,0.6
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,اسم_المكان,0.0
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,اسم_الزمان,0.3
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,اسم_الآلة,0.0
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,النسبة,0.0
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,التفضيل_والمبالغة,0.3
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,الكثرة_والجمع,0.4
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,التحويل_الدلالي,0.7
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,المصدر,0.0
nufaaeel_present,نُفَعِّل,مضارع_متكلّمين_تكثير,الجامد,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,الفاعلية,0.7
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,المفعولية,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,التعدية,0.4
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,اسم_المكان,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,اسم_الزمان,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,اسم_الآلة,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,النسبة,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,التفضيل_والمبالغة,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,الكثرة_والجمع,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,التحويل_الدلالي,0.5
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,المصدر,0.0
ufeel_past_1sg,أَفَعَل,ماضٍ_متكلّم,الجامد,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,الفاعلية,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,المفعولية,0.9
uful_passive_past,أُفْعِل,ماضٍ_مجهول,التعدية,0.4
uful_passive_past,أُفْعِل,ماضٍ_مجهول,اسم_المكان,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,اسم_الزمان,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,اسم_الآلة,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,النسبة,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,التفضيل_والمبالغة,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,الكثرة_والجمع,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,التحويل_الدلالي,0.6
uful_passive_past,أُفْعِل,ماضٍ_مجهول,المصدر,0.0
uful_passive_past,أُفْعِل,ماضٍ_مجهول,الجامد,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,الفاعلية,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,المفعولية,1.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,التعدية,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,اسم_المكان,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,اسم_الزمان,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,اسم_الآلة,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,النسبة,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,التفضيل_والمبالغة,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,الكثرة_والجمع,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,التحويل_الدلالي,0.4
fueel_passive_past,فُعِل,ماضٍ_مجهول,المصدر,0.0
fueel_passive_past,فُعِل,ماضٍ_مجهول,الجامد,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,الفاعلية,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,المفعولية,1.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,التعدية,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,اسم_المكان,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,اسم_الزمان,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,اسم_الآلة,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,النسبة,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,التفضيل_والمبالغة,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,الكثرة_والجمع,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,التحويل_الدلالي,0.6
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,المصدر,0.0
fueeel_intensive_passive,فُعِّل,مجهول_تكثير,الجامد,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,الفاعلية,1.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,المفعولية,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,التعدية,0.5
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,اسم_المكان,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,اسم_الزمان,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,اسم_الآلة,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,النسبة,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,التفضيل_والمبالغة,0.3
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,الكثرة_والجمع,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,التحويل_الدلالي,0.7
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,المصدر,0.0
mufaaeel_intensive_agent,مُفَعِّل,اسم_فاعل_تكثير,الجامد,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,الفاعلية,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,المفعولية,1.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,التعدية,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,اسم_المكان,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,اسم_الزمان,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,اسم_الآلة,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,النسبة,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,التفضيل_والمبالغة,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,الكثرة_والجمع,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,التحويل_الدلالي,0.7
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,المصدر,0.0
mufaaeal_intensive_patient,مُفَعَّل,اسم_مفعول_تكثير,الجامد,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,الفاعلية,1.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,المفعولية,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,التعدية,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,اسم_المكان,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,اسم_الزمان,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,اسم_الآلة,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,النسبة,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,التفضيل_والمبالغة,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,الكثرة_والجمع,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,التحويل_الدلالي,0.8
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,المصدر,0.0
mustafeel_agent,مُسْتَفْعِل,اسم_فاعل_استفعال,الجامد,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,الفاعلية,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,المفعولية,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,التعدية,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,اسم_المكان,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,اسم_الزمان,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,اسم_الآلة,1.0
mifaal_instrument,مِفْعَال,اسم_آلة,النسبة,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,التفضيل_والمبالغة,0.3
mifaal_instrument,مِفْعَال,اسم_آلة,الكثرة_والجمع,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,التحويل_الدلالي,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,المصدر,0.0
mifaal_instrument,مِفْعَال,اسم_آلة,الجامد,0.0
mifal_instrument,مِفْعَل,اسم_آلة,الفاعلية,0.0
mifal_instrument,مِفْعَل,اسم_آلة,المفعولية,0.0
mifal_instrument,مِفْعَل,اسم_آلة,التعدية,0.0
mifal_instrument,مِفْعَل,اسم_آلة,اسم_المكان,0.1
mifal_instrument,مِفْعَل,اسم_آلة,اسم_الزمان,0.0
mifal_instrument,مِفْعَل,اسم_آلة,اسم_الآلة,0.9
mifal_instrument,مِفْعَل,اسم_آلة,النسبة,0.0
mifal_instrument,مِفْعَل,اسم_آلة,التفضيل_والمبالغة,0.0
mifal_instrument,مِفْعَل,اسم_آلة,الكثرة_والجمع,0.0
mifal_instrument,مِفْعَل,اسم_آلة,التحويل_الدلالي,0.0
mifal_instrument,مِفْعَل,اسم_آلة,المصدر,0.0
mifal_instrument,مِفْعَل,اسم_آلة,الجامد,0.0
